Tema;Ramo do direito;Assuntos;Tese Firmada;Anotações NUGEPNAC;Informações Complementares;Repercussão Geral
1175;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(10296) Descontos Indevidos, (10304) Auxílio-Alimentação;"<p>a) antes da vigência do § 7º do art. 22 do Estatuto da OAB (5 de outubro de 2018), é necessária a apresentação dos contratos celebrados com cada um dos filiados ou beneficiários para que o sindicato possa reter os honorários contratuais sobre o montante da condenação;<br />b) após a vigência do supracitado dispositivo, para que o sindicato possa reter os honorários contratuais sobre o montante da condenação, embora seja dispensada a formalidade de apresentação dos contratos individuais e específicos para cada substituído, mantém-se necessária a autorização expressa dos filiados ou beneficiários que optarem por aderir às obrigações do contrato originário.</p>";<p>Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br />Afetação na sessão eletrônica iniciada em 19/10/2022 e finalizada em 25/10/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 388/STJ.</b></p>;<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).</p>;-
1176;DIREITO TRIBUTÁRIO;(6002) Certificado de Regularidade - FGTS, (9414) Extinção da Execução;<p>São eficazes os pagamentos de FGTS realizados diretamente ao empregado, após o advento da Lei 9.491/1997, em decorrência de acordo homologado na Justiça do Trabalho, <b>o que não dispensa a oportuna comunicação do ato aos órgãos de fiscalização competentes.</b> Assegura-se, no entanto, a cobrança de todas as parcelas incorporáveis ao fundo, consistente em multas, correção monetária, juros moratórios e contribuição social, visto que a União Federal e a Caixa Econômica Federal não participaram da celebração do ajuste na via laboral, não sendo por ele prejudicadas (art. 506, CPC).</p>;<p>Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br />Afetação na sessão eletrônica iniciada em 16/11/2022 e finalizada em 22/11/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 449/STJ.</b></p><p>Embargos de declaração acolhidos <b>para integrar os esclarecimentos à tese adotada</b> para os efeitos do art. 1.036 do CPC. (Acórdão publicado no DJe de 18/9/2024).</p>;<p>Há determinação de suspensão do processamento de todos os processos, individuais ou coletivos, que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial, na Segunda Instância, ou que estejam em tramitação no STJ, respeitada, no último caso, a orientação prevista no art. 256-L do RISTJ.</p>;-
1176;DIREITO TRIBUTÁRIO;(6002) Certificado de Regularidade - FGTS, (9414) Extinção da Execução;<p>São eficazes os pagamentos de FGTS realizados diretamente ao empregado, após o advento da Lei 9.491/1997, em decorrência de acordo homologado na Justiça do Trabalho, <b>o que não dispensa a oportuna comunicação do ato aos órgãos de fiscalização competentes.</b> Assegura-se, no entanto, a cobrança de todas as parcelas incorporáveis ao fundo, consistente em multas, correção monetária, juros moratórios e contribuição social, visto que a União Federal e a Caixa Econômica Federal não participaram da celebração do ajuste na via laboral, não sendo por ele prejudicadas (art. 506, CPC).</p>;<p>Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br />Afetação na sessão eletrônica iniciada em 16/11/2022 e finalizada em 22/11/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 449/STJ.</b></p><p>Embargos de declaração acolhidos <b>para integrar os esclarecimentos à tese adotada</b> para os efeitos do art. 1.036 do CPC. (Acórdão publicado no DJe de 18/9/2024).</p>;<p>Há determinação de suspensão do processamento de todos os processos, individuais ou coletivos, que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial, na Segunda Instância, ou que estejam em tramitação no STJ, respeitada, no último caso, a orientação prevista no art. 256-L do RISTJ.</p>;-
1176;DIREITO TRIBUTÁRIO;(6002) Certificado de Regularidade - FGTS, (9414) Extinção da Execução;<p>São eficazes os pagamentos de FGTS realizados diretamente ao empregado, após o advento da Lei 9.491/1997, em decorrência de acordo homologado na Justiça do Trabalho, <b>o que não dispensa a oportuna comunicação do ato aos órgãos de fiscalização competentes.</b> Assegura-se, no entanto, a cobrança de todas as parcelas incorporáveis ao fundo, consistente em multas, correção monetária, juros moratórios e contribuição social, visto que a União Federal e a Caixa Econômica Federal não participaram da celebração do ajuste na via laboral, não sendo por ele prejudicadas (art. 506, CPC).</p>;<p>Dados parcialmente recuperados via sistema Athos e projeto Accordes.<br />Afetação na sessão eletrônica iniciada em 16/11/2022 e finalizada em 22/11/2022 (Primeira Seção).<br /><b>Vide Controvérsia n. 449/STJ.</b></p><p>Embargos de declaração acolhidos <b>para integrar os esclarecimentos à tese adotada</b> para os efeitos do art. 1.036 do CPC. (Acórdão publicado no DJe de 18/9/2024).</p>;<p>Há determinação de suspensão do processamento de todos os processos, individuais ou coletivos, que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial, na Segunda Instância, ou que estejam em tramitação no STJ, respeitada, no último caso, a orientação prevista no art. 256-L do RISTJ.</p>;-
1177;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (8874) Sucumbência;-;Dados parcialmente recuperados via sistema Athos PGU - AGU<br>Afetação na sessão eletrônica iniciada em 16/11/2022 e finalizada em 22/11/2022 (Primeira Seção).<br><b>Vide Controvérsia n. 431/STJ.</b>;Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).;-
1177;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (8874) Sucumbência;-;Dados parcialmente recuperados via sistema Athos PGU - AGU<br>Afetação na sessão eletrônica iniciada em 16/11/2022 e finalizada em 22/11/2022 (Primeira Seção).<br><b>Vide Controvérsia n. 431/STJ.</b>;Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).;-
1178;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(6124) RMI sem incidência de Teto Limitador, (8843) Assistência Judiciária Gratuita;-;<p>RRC de Origem (art. 1.036, § 1º, do CPC/15).<br />Afetação na sessão eletrônica iniciada em 30/11/2022 e finalizada em 6/12/2022 (Corte Especia).<br />Vide Controvérsia n. 259/STJ.</p>;<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).</p>;-
1178;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(6124) RMI sem incidência de Teto Limitador, (8843) Assistência Judiciária Gratuita;-;<p>RRC de Origem (art. 1.036, § 1º, do CPC/15).<br />Afetação na sessão eletrônica iniciada em 30/11/2022 e finalizada em 6/12/2022 (Corte Especia).<br />Vide Controvérsia n. 259/STJ.</p>;<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).</p>;-
1178;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(6124) RMI sem incidência de Teto Limitador, (8843) Assistência Judiciária Gratuita;-;<p>RRC de Origem (art. 1.036, § 1º, do CPC/15).<br />Afetação na sessão eletrônica iniciada em 30/11/2022 e finalizada em 6/12/2022 (Corte Especia).<br />Vide Controvérsia n. 259/STJ.</p>;<p>Há determinação de suspensão dos recursos especiais ou agravos em recursos especiais em segunda instância e/ou no STJ fundados em idêntica questão de direito (observada a orientação do art. 256-L do RISTJ).</p>;-
1179;DIREITO ADMINISTRATIVO;(10172) Anuidades OAB;<p>Os Conselhos Seccionais da Ordem dos Advogados do Brasil não podem instituir e cobrar anuidade das sociedades de advogados.</p>;<p>RRC de Origem (art. 1.036, § 1º, do CPC/15).<br />Afetação na sessão eletrônica iniciada em 1/2/2023 e finalizada em 7/2/2023 (Primeira Seção).<br /><b>Vide Controvérsia n. 457/STJ.</b></p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037,II, do CPC/2015.</p>;-
1179;DIREITO ADMINISTRATIVO;(10172) Anuidades OAB;<p>Os Conselhos Seccionais da Ordem dos Advogados do Brasil não podem instituir e cobrar anuidade das sociedades de advogados.</p>;<p>RRC de Origem (art. 1.036, § 1º, do CPC/15).<br />Afetação na sessão eletrônica iniciada em 1/2/2023 e finalizada em 7/2/2023 (Primeira Seção).<br /><b>Vide Controvérsia n. 457/STJ.</b></p>;<p>Há determinação de suspensão do processamento de todos os processos que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037,II, do CPC/2015.</p>;-
1180;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (8928)  Prazo;-;"Dados parcialmente recuperados via sistema Athos.<br />
Afetação na sessão eletrônica iniciada em 8/2/2023 e finalizada em 14/2/2023 (Corte Especial).<br />
<b>Vide Controvérsia n. 325/STJ.</b>
";"Não aplicação do disposto da parte final do § 1º do art. 1.036 do CPC e do art. 256-L do RISTJ(suspensão do trâmite dos processos pendentes).
";-
1180;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (8928)  Prazo;-;"Dados parcialmente recuperados via sistema Athos.<br />
Afetação na sessão eletrônica iniciada em 8/2/2023 e finalizada em 14/2/2023 (Corte Especial).<br />
<b>Vide Controvérsia n. 325/STJ.</b>
";"Não aplicação do disposto da parte final do § 1º do art. 1.036 do CPC e do art. 256-L do RISTJ(suspensão do trâmite dos processos pendentes).
";-
1181;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (12995) Honorários Advocatícios ;-;<p>Resp em IRDR n. 029694-66.2018.8.16.0000/PR (TEMA 18/TJPR).<br />Afetação na sessão eletrônica iniciada em 22/2/2023 e finalizada em 28/2/2023 (Corte Especial).<br /><b>Vide Controvérsia n. 416/STJ.</b></p>;<p>Há determinação de suspensão da tramitação de processos com recurso especial e/ou agravo em recurso especial interposto, em tramitação na Segunda Instância e/ou no STJ.</p>;-
1182;DIREITO TRIBUTÁRIO;(5933) IRPJ/Imposto de Renda de Pessoa Jurídica, (5946) ICMS/ Imposto sobre Circulação de Mercadorias;<p>1. Impossível excluir os benefícios fiscais relacionados ao ICMS, - tais como redução de base de cálculo, redução de alíquota, isenção, diferimento, entre outros - da base de cálculo do IRPJ e da CSLL, salvo quando atendidos os requisitos previstos em lei (art. 10, da Lei Complementar n. 160/2017 e art. 30, da Lei n. 12.973/2014), não se lhes aplicando o entendimento firmado no ERESP 1.517.492/PR que excluiu o crédito presumido de ICMS das bases de cálculo do IRPJ e da CSLL.<br />2. Para a exclusão dos benefícios fiscais relacionados ao ICMS, - tais como reduçãode base de cálculo, redução de alíquota, isenção, diferimento, entre outros - da base de cálculo do IRPJ e da CSLL não deve ser exigida a demonstração de concessão como estímulo à implantação ou expansão de empreendimentos econômicos.<br />3. Considerando que a Lei Complementar 160/2017 incluiu os §§ 4º e 5º ao art. 30 da Lei 12.973/2014 sem, entretanto, revogar o disposto no seu § 2º, a dispensa de comprovação prévia, pela empresa, de que a subvenção fiscal foi concedida como medida de estímulo à implantação ou expansão do empreendimento econômico não obsta a Receita Federal de proceder ao lançamento do IRPJ e da CSSL se, em procedimento fiscalizatório, for verificado que os valores oriundos do benefício fiscal foram utilizados para finalidade estranha à garantia da viabilidade do empreendimento econômico.</p>;<p>Dados parcialmente recuperados via sistema Athos.<br />Afetação na sessão eletrônica iniciada em 1/3/2023 e finalizada em 7/3/2023 (Primeira Seção).<br /><b>Vide Controvérsia n. 492/STJ.<br /><br />Conforme decisão publicada no DJe de 27/4/2023, </b>o Ministro Relator do RE 835818/PR (Tema 843 de Repercussão Geral) deferiu medida cautelar, com a finalidade de determinar o sobrestamento dos processos afetados sob o Tema 1182/STJ, suspendendo, inclusive o referido tema, até decisão de mérito definitiva do Tema 843/STF.<br /><br />O Ministro Relator Benedito Gonçalves proferiu<b> decisão nos Recursos Especiais n. 1.945.110/RS e 1.987.158/SC (DJe de 4/5/2023) </b>determinando o cumprimento de liminar deferida no RE 835818/PR (Tema 843 de Repercussão Geral).<br /><br /><b>Em decisão publicada no DJe de 5/5/2023, </b>o Ministro Relator do RE 835818/PR (Tema 843 de Repercussão Geral) <b>reconsiderou</b>, em parte, o deferimento de medida cautelar anteriormente concedida, que tinha por finalidade o sobrestamento dos processos afetados sob o Tema 1182/STJ, tornando sem efeito a tutela provisória.<br /><br />O Ministro Relator Benedito Gonçalves proferiu<b> decisão nos Recursos Especiais n. 1.945.110/RS e 1.987.158/SC (DJe de 12/5/2023) </b>determinando o cumprimento da decisão de reconsideração da liminar anteriormente deferida no RE 835818/PR (Tema 843 de Repercussão Geral).</p>;<p>Há determinação de suspensão do processamento de todos os processos, individuais ou coletivos, que versem sobre a mesma matéria e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015.</p>;Tema 843/STF - Possibilidade de exclusão da base de cálculo do PIS e da COFINS dos valores correspondentes a créditos presumidos de ICMS decorrentes de incentivos fiscais concedidos pelos Estados e pelo Distrito Federal.
